date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2014-08-27,Chandelier,Sia,9,8,8,15,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-08-27,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,10,9,6,3,https://charts-static.billboard.com/img/2014/08/jessie-j-zqv-bangbang-wi4-180x180.jpg
2014-08-27,Boom Clap,Charli xcx,11,10,10,11,#
2014-08-27,Maps,Maroon 5,12,7,6,9,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-08-27,Latch,Disclosure Featuring Sam Smith,13,11,7,22,#
2014-08-27,Rather Be,Clean Bandit Featuring Jess Glynne,14,13,13,10,#
2014-08-27,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,15,12,12,16,#
2014-08-27,All Of Me,John Legend,16,14,1,45,#
2014-08-27,Shower,Becky G,17,17,16,11,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-08-27,Don't Tell 'Em,Jeremih Featuring YG,18,26,18,8,#
2014-08-27,Happy,Pharrell Williams,19,21,1,33,#
2014-08-27,Burnin' It Down,Jason Aldean,20,22,12,4,#
2014-08-27,Summer,Calvin Harris,21,20,7,22,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-08-27,Love Runs Out,OneRepublic,22,23,15,15,#
2014-08-27,Dark Horse,Katy Perry Featuring Juicy J,23,16,1,48,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-08-27,Dirt,Florida Georgia Line,24,24,11,6,#
2014-08-27,American Kids,Kenny Chesney,25,28,23,9,#
2014-08-27,Really Don't Care,Demi Lovato Featuring Cher Lloyd,26,32,26,11,#
2014-08-27,2 On,Tinashe Featuring ScHoolboy Q,27,25,24,15,#
2014-08-27,Drunk On A Plane,Dierks Bentley,28,29,27,14,#
2014-08-27,Wiggle,Jason Derulo Featuring Snoop Dogg,29,27,5,16,#
2014-08-27,Habits (Stay High),Tove Lo,30,38,30,12,#
2014-08-27,Cool Kids,Echosmith,31,43,31,6,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-08-27,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,32,33,9,31,#
2014-08-27,Bartender,Lady Antebellum,33,31,31,13,#
2014-08-27,A Sky Full Of Stars,Coldplay,34,37,10,16,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-08-27,Turn Down For What,DJ Snake & Lil Jon,35,30,4,34,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-08-27,Come With Me Now,KONGOS,36,46,31,20,#
2014-08-27,Counting Stars,OneRepublic,37,35,2,61,#
2014-08-27,New Flame,Chris Brown Featuring Usher & Rick Ross,38,73,38,5,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-08-27,Anaconda,Nicki Minaj,39,19,19,2,https://charts-static.billboard.com/img/2014/08/nicki-minaj-t5q-anaconda-72l-180x180.jpg
2014-08-27,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,40,39,38,11,#
2014-08-27,I Don't Dance,Lee Brice,41,36,33,18,#
2014-08-27,No Mediocre,T.I. Featuring Iggy Azalea,42,40,40,9,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-08-27,Classic,MKTO,43,34,14,27,https://charts-static.billboard.com/img/2014/01/mkto-ce7-classic-w1b-180x180.jpg
2014-08-27,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,44,51,44,5,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-08-27,Believe Me,Lil Wayne Featuring Drake,45,42,26,12,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-08-27,Pompeii,Bastille,46,44,5,53,https://charts-static.billboard.com/img/2013/03/bastille-ty8-pompeii-967-180x180.jpg
2014-08-27,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,47,41,41,12,#
2014-08-27,Leave The Night On,Sam Hunt,48,52,48,8,#
2014-08-27,Best Mistake,Ariana Grande Featuring Big Sean,49,49,1,-,#
2014-08-27,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,50,45,15,28,#
2014-08-27,Don't,Ed Sheeran,51,50,46,10,#
2014-08-27,Hot Boy,Bobby Shmurda,52,72,52,3,#
2014-08-27,0 To 100 / The Catch Up,Drake,53,58,53,4,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-08-27,Amnesia,5 Seconds Of Summer,54,55,16,7,#
2014-08-27,Hope You Get Lonely Tonight,Cole Swindell,55,59,55,9,#
2014-08-27,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,56,47,19,13,#
2014-08-27,This Is How We Do,Katy Perry,57,66,57,3,#
2014-08-27,We Dem Boyz,Wiz Khalifa,58,57,43,18,#
2014-08-27,Girls Chase Boys,Ingrid Michaelson,59,56,56,19,#
2014-08-27,Roller Coaster,Luke Bryan,60,53,53,5,#
2014-08-27,Pills N Potions,Nicki Minaj,61,48,24,13,#
2014-08-27,River Bank,Brad Paisley,62,54,54,15,#
2014-08-27,Where It's At (Yep; Yep),Dustin Lynch,63,60,60,15,#
2014-08-27,Riptide,Vance Joy,64,64,64,8,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-08-27,Hideaway,Kiesza,65,70,65,5,#
2014-08-27,Ready Set Roll,Chase Rice,66,71,66,12,#
2014-08-27,Main Chick,Kid Ink Featuring Chris Brown,67,65,60,14,#
2014-08-27,No Flex Zone,Rae Sremmurd,68,94,68,3,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-fx9-noflexzone-xou-180x180.jpg
2014-08-27,Yeah,Joe Nichols,69,61,41,17,#
2014-08-27,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,70,68,68,10,#
2014-08-27,Stolen Dance,Milky Chance,71,84,71,4,#
2014-08-27,Bo$$,Fifth Harmony,72,79,43,6,#
2014-08-27,Love Never Felt So Good,Michael Jackson & Justin Timberlake,73,77,9,16,#
2014-08-27,She Looks So Perfect,5 Seconds Of Summer,74,86,24,20,https://charts-static.billboard.com/img/2014/04/5-seconds-of-summer-x63-shelookssoperfect-8w3-180x180.jpg
2014-08-27,We Are Tonight,Billy Currington,75,69,60,17,#
2014-08-27,Fight Night,Migos,76,88,76,6,#
2014-08-27,Work,Iggy Azalea,77,83,54,16,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-08-27,Girl In A Country Song,Maddie & Tae,78,71,2,-,#
2014-08-27,V. 3005,Childish Gambino,79,76,70,11,#
2014-08-27,Sunshine & Whiskey,Frankie Ballard,80,85,80,6,#
2014-08-27,Sing,Ed Sheeran,81,74,13,19,#
2014-08-27,Come Get It Bae,Pharrell Williams,82,63,23,13,#
2014-08-27,I Will Never Let You Down,Rita Ora,83,90,83,3,https://charts-static.billboard.com/img/2014/05/rita-ora-7r7-iwillneverletyoudown-e9o-180x180.jpg
2014-08-27,Shell Shocked,Juicy J| Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik,84,84,1,-,#
2014-08-27,Trumpets,Jason Derulo,85,89,56,12,#
2014-08-27,I'm Ready,AJR,86,80,65,11,#
2014-08-27,Cut Her Off,KCamp Featuring 2 Chainz,87,82,49,19,#
2014-08-27,Fireball,Pitbull Featuring John Ryan,88,93,88,2,#
2014-08-27,Day Drinking,Little Big Town,89,78,78,4,#
2014-08-27,Wasted,Tiesto Featuring Matthew Koma,90,75,49,11,#
2014-08-27,About The Money,T.I. Featuring Young Thug,91,99,91,2,#
2014-08-27,Who I Am With You,Chris Young,92,81,48,17,#
2014-08-27,Cold One,Eric Church,93,96,93,2,#
2014-08-27,Hookah,Tyga Featuring Young Thug,94,94,1,-,#
2014-08-27,Good Kisser,Usher,95,91,65,15,#
2014-08-27,Take Me To Church,Hozier,96,96,1,-,https://charts-static.billboard.com/img/2014/04/hozier-yf1-takemetochurch-ljk-180x180.jpg
2014-08-27,Dust,Eli Young Band,97,100,97,4,#
2014-08-27,Foreign,Trey Songz,98,95,84,7,#
2014-08-27,My Eyes,Blake Shelton Featuring Gwen Sebastian,99,92,39,16,#
2014-08-27,Later On,The Swon Brothers,100,100,1,-,#
2014-09-03,Shake It Off,Taylor Swift,1,1,1,-,https://charts-static.billboard.com/img/2014/08/taylor-swift-vug-shakeitoff-k72-180x180.jpg
2014-09-03,Anaconda,Nicki Minaj,2,39,2,3,https://charts-static.billboard.com/img/2014/08/nicki-minaj-t5q-anaconda-72l-180x180.jpg
2014-09-03,All About That Bass,Meghan Trainor,3,2,2,7,#
2014-09-03,Stay With Me,Sam Smith,4,3,2,20,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-09-03,Rude,MAGIC!,5,1,1,18,#
2014-09-03,Black Widow,Iggy Azalea Featuring Rita Ora,6,8,6,8,#
2014-09-03,Break Free,Ariana Grande Featuring Zedd,7,4,4,8,#
2014-09-03,Chandelier,Sia,8,9,8,16,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-09-03,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,9,10,6,4,https://charts-static.billboard.com/img/2014/08/jessie-j-zqv-bangbang-wi4-180x180.jpg
2014-09-03,Am I Wrong,Nico & Vinz,10,6,4,19,#
2014-09-03,Fancy,Iggy Azalea Featuring Charli XCX,11,5,1,25,#
2014-09-03,Boom Clap,Charli xcx,12,11,10,12,#
2014-09-03,Problem,Ariana Grande Featuring Iggy Azalea,13,7,2,17,#
2014-09-03,Maps,Maroon 5,14,12,6,10,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-09-03,Rather Be,Clean Bandit Featuring Jess Glynne,15,14,13,11,#
2014-09-03,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,16,15,12,17,#
2014-09-03,Latch,Disclosure Featuring Sam Smith,17,13,7,23,#
2014-09-03,Don't Tell 'Em,Jeremih Featuring YG,18,18,18,9,#
2014-09-03,Shower,Becky G,19,17,16,12,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-09-03,All Of Me,John Legend,20,16,1,46,#
2014-09-03,Happy,Pharrell Williams,21,19,1,34,#
2014-09-03,Burnin' It Down,Jason Aldean,22,20,12,5,#
2014-09-03,Habits (Stay High),Tove Lo,23,30,23,13,#
2014-09-03,Dirt,Florida Georgia Line,24,24,11,7,#
2014-09-03,Cool Kids,Echosmith,25,31,25,7,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-09-03,Really Don't Care,Demi Lovato Featuring Cher Lloyd,26,26,26,12,#
2014-09-03,American Kids,Kenny Chesney,27,25,23,10,#
2014-09-03,Summer,Calvin Harris,28,21,7,23,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-09-03,2 On,Tinashe Featuring ScHoolboy Q,29,27,24,16,#
2014-09-03,Dark Horse,Katy Perry Featuring Juicy J,30,23,1,49,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-09-03,Love Runs Out,OneRepublic,31,22,15,16,#
2014-09-03,A Sky Full Of Stars,Coldplay,32,34,10,17,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-09-03,Drunk On A Plane,Dierks Bentley,33,28,27,15,#
2014-09-03,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,34,32,9,32,#
2014-09-03,Bartender,Lady Antebellum,35,33,31,14,#
2014-09-03,This Is How We Do,Katy Perry,36,57,36,4,#
2014-09-03,New Flame,Chris Brown Featuring Usher & Rick Ross,37,38,37,6,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-09-03,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,38,44,38,6,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-09-03,No Mediocre,T.I. Featuring Iggy Azalea,39,42,39,10,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-09-03,Wiggle,Jason Derulo Featuring Snoop Dogg,40,29,5,17,#
2014-09-03,Counting Stars,OneRepublic,41,37,2,62,#
2014-09-03,Turn Down For What,DJ Snake & Lil Jon,42,35,4,35,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-09-03,Hot Boy,Bobby Shmurda,43,52,43,4,#
2014-09-03,Come With Me Now,KONGOS,44,36,31,21,#
2014-09-03,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,45,40,38,12,#
2014-09-03,Amnesia,5 Seconds Of Summer,46,54,16,8,#
2014-09-03,Don't,Ed Sheeran,47,51,46,11,#
2014-09-03,Leave The Night On,Sam Hunt,48,48,48,9,#
2014-09-03,We Dem Boyz,Wiz Khalifa,49,58,43,19,#
2014-09-03,Pills N Potions,Nicki Minaj,50,61,24,14,#
2014-09-03,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,51,47,41,13,#
2014-09-03,Girls Chase Boys,Ingrid Michaelson,52,59,52,20,#
2014-09-03,0 To 100 / The Catch Up,Drake,53,53,53,5,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-09-03,Roller Coaster,Luke Bryan,54,60,53,6,#
2014-09-03,Where It's At (Yep; Yep),Dustin Lynch,55,63,55,16,#
2014-09-03,I Don't Dance,Lee Brice,56,41,33,19,#
2014-09-03,Believe Me,Lil Wayne Featuring Drake,57,45,26,13,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-09-03,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,58,56,19,14,#
2014-09-03,Hope You Get Lonely Tonight,Cole Swindell,59,55,55,10,#
2014-09-03,Hideaway,Kiesza,60,65,60,6,#
2014-09-03,Riptide,Vance Joy,61,64,61,9,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-09-03,No Flex Zone,Rae Sremmurd,62,68,62,4,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-fx9-noflexzone-xou-180x180.jpg
2014-09-03,Ready Set Roll,Chase Rice,63,66,63,13,#
2014-09-03,Bo$$,Fifth Harmony,64,72,43,7,#
2014-09-03,River Bank,Brad Paisley,65,62,54,16,#
2014-09-03,Stolen Dance,Milky Chance,66,71,66,5,#
2014-09-03,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,67,70,67,11,#
2014-09-03,Fireball,Pitbull Featuring John Ryan,68,88,68,3,#
2014-09-03,Fight Night,Migos,69,76,69,7,#
2014-09-03,Yeah,Joe Nichols,70,69,41,18,#
2014-09-03,Main Chick,Kid Ink Featuring Chris Brown,71,67,60,15,#
2014-09-03,Sunshine & Whiskey,Frankie Ballard,72,80,72,7,#
2014-09-03,Work,Iggy Azalea,73,77,54,17,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-09-03,Girl In A Country Song,Maddie & Tae,74,78,71,3,#
2014-09-03,V. 3005,Childish Gambino,75,79,70,12,#
2014-09-03,Love Never Felt So Good,Michael Jackson & Justin Timberlake,76,73,9,17,#
2014-09-03,I Will Never Let You Down,Rita Ora,77,83,77,4,https://charts-static.billboard.com/img/2014/05/rita-ora-7r7-iwillneverletyoudown-e9o-180x180.jpg
2014-09-03,Sing,Ed Sheeran,78,81,13,20,#
2014-09-03,About The Money,T.I. Featuring Young Thug,79,91,79,3,#
2014-09-03,Trumpets,Jason Derulo,80,85,56,13,#
2014-09-03,Neon Light,Blake Shelton,81,81,1,-,#
2014-09-03,Day Drinking,Little Big Town,82,89,78,5,#
2014-09-03,Cut Her Off,KCamp Featuring 2 Chainz,83,87,49,20,#
2014-09-03,We Are Tonight,Billy Currington,84,75,60,18,#
2014-09-03,Hookah,Tyga Featuring Young Thug,85,94,85,2,#
2014-09-03,Animals,Maroon 5,86,86,1,-,#
2014-09-03,Take Me To Church,Hozier,87,96,87,2,https://charts-static.billboard.com/img/2014/04/hozier-yf1-takemetochurch-ljk-180x180.jpg
2014-09-03,Waves,Mr. Probz,88,88,1,-,#
2014-09-03,Cold One,Eric Church,89,93,89,3,#
2014-09-03,Dust,Eli Young Band,90,97,90,5,#
2014-09-03,Good Kisser,Usher,91,95,65,16,#
2014-09-03,Shell Shocked,Juicy J| Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik,92,84,84,2,#
2014-09-03,Come Get It Bae,Pharrell Williams,93,82,23,14,#
2014-09-03,Wasted,Tiesto Featuring Matthew Koma,94,90,49,12,#
2014-09-03,Who I Am With You,Chris Young,95,92,48,18,#
2014-09-03,Delirious (Boneless),Steve Aoki| Chris Lake & Tujamo Featuring Kid Ink,96,96,1,-,#
2014-09-03,Later On,The Swon Brothers,97,100,97,2,#
2014-09-03,Foreign,Trey Songz,98,98,84,8,#
2014-09-03,Walk Thru,Rich Homie Quan Featuring Problem,99,99,1,-,https://charts-static.billboard.com/img/2014/03/rich-homie-quan-ieg-walkthru-o6t-180x180.jpg
2014-09-03,Dare (La La La),Shakira,100,53,11,-,#
2014-09-10,Shake It Off,Taylor Swift,1,1,1,2,https://charts-static.billboard.com/img/2014/08/taylor-swift-vug-shakeitoff-k72-180x180.jpg
2014-09-10,All About That Bass,Meghan Trainor,2,3,2,8,#
2014-09-10,Anaconda,Nicki Minaj,3,2,2,4,https://charts-static.billboard.com/img/2014/08/nicki-minaj-t5q-anaconda-72l-180x180.jpg
2014-09-10,Bang Bang,Jessie J| Ariana Grande & Nicki Minaj,4,9,4,5,https://charts-static.billboard.com/img/2014/08/jessie-j-zqv-bangbang-wi4-180x180.jpg
2014-09-10,Stay With Me,Sam Smith,5,4,2,21,https://charts-static.billboard.com/img/2014/04/sam-smith-jw8-staywithme-mix-180x180.jpg
2014-09-10,Black Widow,Iggy Azalea Featuring Rita Ora,6,6,6,9,#
2014-09-10,Break Free,Ariana Grande Featuring Zedd,7,7,4,9,#
2014-09-10,Rude,MAGIC!,8,5,1,19,#
2014-09-10,Chandelier,Sia,9,8,8,17,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-09-10,Boom Clap,Charli xcx,10,12,10,13,#
2014-09-10,Maps,Maroon 5,11,14,6,11,https://charts-static.billboard.com/img/2014/06/maroon-5-fyb-maps-it8-180x180.jpg
2014-09-10,Problem,Ariana Grande Featuring Iggy Azalea,12,13,2,18,#
2014-09-10,Fancy,Iggy Azalea Featuring Charli XCX,13,11,1,26,#
2014-09-10,Am I Wrong,Nico & Vinz,14,10,4,20,#
2014-09-10,Rather Be,Clean Bandit Featuring Jess Glynne,15,15,13,12,#
2014-09-10,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,16,16,12,18,#
2014-09-10,Don't Tell 'Em,Jeremih Featuring YG,17,18,17,10,#
2014-09-10,Latch,Disclosure Featuring Sam Smith,18,17,7,24,#
2014-09-10,All Of Me,John Legend,19,20,1,47,#
2014-09-10,Habits (Stay High),Tove Lo,20,23,20,14,#
2014-09-10,Burnin' It Down,Jason Aldean,21,22,12,6,#
2014-09-10,Guts Over Fear,Eminem Featuring Sia,22,22,1,-,https://charts-static.billboard.com/img/2006/01/sia-1tt-180x180.jpg
2014-09-10,Shower,Becky G,23,19,16,13,https://charts-static.billboard.com/img/2014/05/becky-g-v9i-shower-6ar-180x180.jpg
2014-09-10,Happy,Pharrell Williams,24,21,1,35,#
2014-09-10,Hot Boy,Bobby Shmurda,25,43,25,5,#
2014-09-10,Cool Kids,Echosmith,26,25,25,8,https://charts-static.billboard.com/img/2014/06/echosmith-foq-coolkids-4nt-180x180.jpg
2014-09-10,Dirt,Florida Georgia Line,27,24,11,8,#
2014-09-10,A Sky Full Of Stars,Coldplay,28,32,10,18,https://charts-static.billboard.com/img/2014/05/coldplay-bm3-askyfullofstars-cyu-180x180.jpg
2014-09-10,This Is How We Do,Katy Perry,29,36,29,5,#
2014-09-10,Really Don't Care,Demi Lovato Featuring Cher Lloyd,30,26,26,13,#
2014-09-10,American Kids,Kenny Chesney,31,27,23,11,#
2014-09-10,Dark Horse,Katy Perry Featuring Juicy J,32,30,1,50,https://charts-static.billboard.com/img/2013/10/katy-perry-46r-darkhorse-mm3-180x180.jpg
2014-09-10,Amnesia,5 Seconds Of Summer,33,46,16,9,#
2014-09-10,Don't,Ed Sheeran,34,47,34,12,#
2014-09-10,2 On,Tinashe Featuring ScHoolboy Q,35,29,24,17,#
2014-09-10,Bartender,Lady Antebellum,36,35,31,15,#
2014-09-10,Summer,Calvin Harris,37,28,7,24,https://charts-static.billboard.com/img/2014/03/calvin-harris-hdt-summer-5hh-180x180.jpg
2014-09-10,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,38,38,38,7,https://charts-static.billboard.com/img/2014/07/young-thug-bgd-lifestyle-ra7-180x180.jpg
2014-09-10,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,39,34,9,33,#
2014-09-10,No Mediocre,T.I. Featuring Iggy Azalea,40,39,39,11,https://charts-static.billboard.com/img/2014/07/ti-d9m-nomediocre-jzp-180x180.jpg
2014-09-10,Wiggle,Jason Derulo Featuring Snoop Dogg,41,40,5,18,#
2014-09-10,New Flame,Chris Brown Featuring Usher & Rick Ross,42,37,37,7,https://charts-static.billboard.com/img/2014/07/chris-brown-94g-newflame-sll-180x180.jpg
2014-09-10,Love Runs Out,OneRepublic,43,31,15,17,#
2014-09-10,0 To 100 / The Catch Up,Drake,44,53,44,6,https://charts-static.billboard.com/img/2009/04/drake-bg5-180x180.jpg
2014-09-10,Counting Stars,OneRepublic,45,41,2,63,#
2014-09-10,Drunk On A Plane,Dierks Bentley,46,33,27,16,#
2014-09-10,Turn Down For What,DJ Snake & Lil Jon,47,42,4,36,https://charts-static.billboard.com/img/2013/12/dj-snake-s2r-turndownforwhat-a3f-180x180.jpg
2014-09-10,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,48,45,38,13,#
2014-09-10,No Flex Zone,Rae Sremmurd,49,62,49,5,https://charts-static.billboard.com/img/2014/06/rae-sremmurd-fx9-noflexzone-xou-180x180.jpg
2014-09-10,Leave The Night On,Sam Hunt,50,48,48,10,#
2014-09-10,Roller Coaster,Luke Bryan,51,54,51,7,#
2014-09-10,We Dem Boyz,Wiz Khalifa,52,49,43,20,#
2014-09-10,Where It's At (Yep; Yep),Dustin Lynch,53,55,53,17,#
2014-09-10,Animals,Maroon 5,54,86,54,2,#
2014-09-10,Hideaway,Kiesza,55,60,55,7,#
2014-09-10,Hope You Get Lonely Tonight,Cole Swindell,56,59,55,11,#
2014-09-10,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,57,51,41,14,#
2014-09-10,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,58,58,19,15,#
2014-09-10,Believe Me,Lil Wayne Featuring Drake,59,57,26,14,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg
2014-09-10,I Don't Dance,Lee Brice,60,56,33,20,#
2014-09-10,Riptide,Vance Joy,61,61,61,10,https://charts-static.billboard.com/img/2013/12/vance-joy-578-riptide-dla-180x180.jpg
2014-09-10,Pills N Potions,Nicki Minaj,62,50,24,15,#
2014-09-10,Fireball,Pitbull Featuring John Ryan,63,68,63,4,#
2014-09-10,Ready Set Roll,Chase Rice,64,63,63,14,#
2014-09-10,Stolen Dance,Milky Chance,65,66,65,6,#
2014-09-10,Trumpets,Jason Derulo,66,80,56,14,#
2014-09-10,Bo$$,Fifth Harmony,67,64,43,8,#
2014-09-10,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,68,67,67,12,#
2014-09-10,Sunshine & Whiskey,Frankie Ballard,69,72,69,8,#
2014-09-10,About The Money,T.I. Featuring Young Thug,70,79,70,4,#
2014-09-10,V. 3005,Childish Gambino,71,75,70,13,#
2014-09-10,Fight Night,Migos,72,69,69,8,#
2014-09-10,River Bank,Brad Paisley,73,65,54,17,#
2014-09-10,Work,Iggy Azalea,74,73,54,18,https://charts-static.billboard.com/img/2013/07/iggy-azalea-kb9-work-u4n-180x180.jpg
2014-09-10,Girl In A Country Song,Maddie & Tae,75,74,71,4,#
2014-09-10,Yeah,Joe Nichols,76,70,41,19,#
2014-09-10,Neon Light,Blake Shelton,77,81,77,2,#
2014-09-10,Day Drinking,Little Big Town,78,82,78,6,#
2014-09-10,Love Never Felt So Good,Michael Jackson & Justin Timberlake,79,76,9,18,#
2014-09-10,Waves,Mr. Probz,80,88,80,2,#
2014-09-10,Main Chick,Kid Ink Featuring Chris Brown,81,71,60,16,#
2014-09-10,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,82,82,1,-,#
2014-09-10,Walk Thru,Rich Homie Quan Featuring Problem,83,99,83,2,https://charts-static.billboard.com/img/2014/03/rich-homie-quan-ieg-walkthru-o6t-180x180.jpg
2014-09-10,Take Me To Church,Hozier,84,87,84,3,https://charts-static.billboard.com/img/2014/04/hozier-yf1-takemetochurch-ljk-180x180.jpg
2014-09-10,I Will Never Let You Down,Rita Ora,85,77,77,5,https://charts-static.billboard.com/img/2014/05/rita-ora-7r7-iwillneverletyoudown-e9o-180x180.jpg
2014-09-10,Hookah,Tyga Featuring Young Thug,86,85,85,3,#
2014-09-10,Dust,Eli Young Band,87,90,87,6,#
2014-09-10,Cold One,Eric Church,88,89,88,4,#
2014-09-10,She Came To Give It To You,Usher Featuring Nicki Minaj,89,89,1,-,#
2014-09-10,We Are Tonight,Billy Currington,90,84,60,19,#
2014-09-10,Somewhere In My Car,Keith Urban,91,91,1,-,#
